SUBID,NEIGHBOURS
9564922.0,"[9506867.0, 9506976.0, 9507212.0, 9565037.0, 9565127.0, 9565237.0, 9565067.0, 9506831.0, 9506711.0, 9506864.0, 9506438.0, 9564971.0]"
9564946.0,"[9565053.0, 9565129.0, 9565174.0, 9565221.0, 9564959.0, 9565304.0, 9565148.0]"
9564947.0,"[9564094.0, 9565037.0, 9565100.0, 9565095.0, 9564040.0, 9564106.0, 9565131.0]"
9564948.0,"[9565010.0, 9565342.0, 9000413.0, 9000412.0]"
9564978.0,"[9563984.0, 9564227.0, 9564160.0, 9565089.0]"
9564985.0,"[9564270.0, 9564379.0, 9000291.0, 9000290.0, 9565003.0]"
9564986.0,"[9565010.0, 9565267.0, 9565290.0, 9565041.0, 9564972.0]"
9564988.0,"[9565020.0, 9565073.0, 9565112.0, 9565262.0, 9565083.0]"
9564989.0,"[9565025.0, 9565096.0, 9565034.0, 9500153.0]"
9565010.0,"[9564948.0, 9564986.0, 9565290.0, 9565342.0, 9564972.0, 9564945.0, 9000413.0]"
9565020.0,"[9564988.0, 9565073.0, 9565151.0, 9565234.0, 9565083.0]"
9565024.0,"[9565267.0, 9565330.0, 9564996.0]"
9565025.0,"[9500163.0, 9564989.0, 9565034.0, 9565121.0, 9500153.0]"
9565037.0,"[9506976.0, 9564094.0, 9564922.0, 9564947.0, 9565127.0, 9565067.0, 9507322.0, 9565100.0]"
9565038.0,"[9565096.0, 9565328.0, 9565046.0, 9564972.0]"
9565053.0,"[9564946.0, 9565129.0, 9565174.0, 9565330.0]"
9565071.0,"[9565206.0, 9565237.0, 9565315.0, 9565141.0, 9565140.0, 9565180.0, 9565148.0]"
9565073.0,"[9564988.0, 9565020.0, 9565151.0, 9564990.0, 9565094.0, 9565262.0]"
9565080.0,"[9564971.0, 9565180.0, 9506811.0]"
9565096.0,"[9564989.0, 9565038.0, 9565305.0, 9565328.0, 9565034.0, 9565046.0, 9500153.0, 9500185.0, 9565051.0]"
9565112.0,"[9500141.0, 9564988.0, 9565262.0, 9564907.0, 9565083.0]"
9565127.0,"[9564922.0, 9565037.0, 9565067.0]"
9565129.0,"[9564946.0, 9565053.0, 9565151.0, 9565187.0, 9565330.0, 9564996.0, 9565148.0, 9565130.0, 9564955.0, 9565281.0]"
9565147.0,"[9565180.0, 9565019.0, 9506595.0, 9506811.0]"
9565151.0,"[9565020.0, 9565073.0, 9565129.0, 9564996.0, 9564990.0, 9565281.0, 9565105.0, 9565234.0]"
9565174.0,"[9564946.0, 9565053.0, 9564959.0, 9565318.0, 9565260.0, 9564921.0, 9565248.0, 9565330.0]"
9565206.0,"[9565071.0, 9565315.0, 9565180.0, 9565019.0, 9565005.0, 9565304.0]"
9565221.0,"[9564903.0, 9564946.0, 9564959.0, 9565019.0, 9565005.0, 9565304.0, 9506595.0]"
9565237.0,"[9564922.0, 9565071.0, 9565253.0, 9565067.0, 9565140.0, 9564971.0, 9565180.0]"
9565253.0,"[9565237.0, 9565067.0, 9565140.0, 9000859.0, 9565100.0, 9565095.0, 9565063.0]"
9565255.0,"[9500163.0, 9500388.0, 9565319.0, 9564954.0, 9565018.0, 9500390.0, 9500162.0]"
9565267.0,"[9564986.0, 9565024.0, 9565297.0, 9565333.0, 9565041.0, 9565121.0, 9565046.0, 9564972.0, 9565248.0, 9565330.0, 9564996.0]"
9565290.0,"[9564986.0, 9565010.0, 9565342.0, 9565041.0, 9565094.0, 9565262.0]"
9565297.0,"[9565267.0, 9565333.0, 9565240.0, 9564921.0, 9565248.0]"
9565305.0,"[9565096.0, 9565307.0, 9565328.0, 9526149.0, 9500185.0, 9566670.0, 9525873.0]"
9565307.0,"[9565305.0, 9565328.0, 9564998.0, 9526149.0, 9565213.0, 9565197.0]"
9565315.0,"[9565071.0, 9565206.0, 9565304.0, 9565148.0]"
9565319.0,"[9564903.0, 9565255.0, 9564954.0, 9564979.0, 9565082.0, 9565279.0, 9500162.0]"
9565328.0,"[9565038.0, 9565096.0, 9565305.0, 9565307.0, 9564998.0, 9564972.0, 9564945.0, 9565128.0]"
9565333.0,"[9500163.0, 9565267.0, 9565297.0, 9565018.0, 9565121.0, 9565349.0, 9500164.0, 9564921.0]"
9565342.0,"[9564948.0, 9565010.0, 9565290.0, 9000412.0, 9565262.0, 9564907.0, 9565224.0, 9525814.0]"
9564311.0,"[9500134.0, 9500138.0, 9500896.0, 9564280.0, 9564218.0, 9564059.0]"
9000339.0,"[9000336.0, 9000345.0, 9500141.0, 9526048.0, 9525657.0, 9000335.0, 9565224.0, 9525814.0]"
9564015.0,"[9563920.0, 9564157.0, 9564337.0, 9564145.0, 9001262.0, 9001261.0, 9564274.0, 9564383.0, 9564036.0]"
9500150.0,"[9500147.0, 9526119.0, 9524586.0, 9525999.0, 9526221.0]"
9505372.0,"[9505514.0, 9505640.0, 9505493.0, 9505630.0, 9505590.0]"
9525806.0,"[9526250.0, 9525656.0, 9000337.0]"
9565240.0,"[9565297.0, 9564921.0, 9565248.0]"
9500113.0,"[9500120.0, 9505599.0, 9505650.0, 9500384.0]"
9563914.0,"[9564045.0, 9564225.0, 9564248.0, 9563953.0, 9563991.0, 9563915.0, 9564353.0, 9564267.0]"
9526246.0,"[9500141.0, 9526048.0]"
9000331.0,"[9000332.0, 9526070.0, 9526216.0, 9525937.0]"
9524359.0,"[9500142.0, 9500144.0, 9524451.0, 9524334.0, 9524915.0]"
9505493.0,"[9505514.0, 9505729.0, 9505372.0, 9505590.0]"
9526275.0,"[9525934.0, 9525870.0]"
9505547.0,"[9500125.0, 9505410.0, 9505715.0, 9505679.0, 9505641.0, 9505668.0, 9505301.0]"
9507209.0,"[9500382.0, 9001212.0, 9507197.0, 9507031.0, 9507097.0]"
9524451.0,"[9500144.0, 9525316.0, 9564000.0, 9564164.0, 9564370.0, 9524359.0, 9525509.0, 9524915.0, 9524557.0]"
9500123.0,"[9500121.0, 9500125.0, 9500127.0, 9507253.0, 9507203.0]"
9563962.0,"[9563922.0, 9564057.0, 9564307.0, 9564146.0, 9563606.0, 9563829.0]"
9507239.0,"[9507230.0, 9507332.0, 9507148.0, 9507071.0, 9507152.0]"
9525230.0,"[9524994.0, 9525130.0, 9525469.0, 9524881.0, 9524303.0, 9524365.0, 9525184.0]"
9524586.0,"[9526119.0, 9500150.0, 9525486.0, 9525889.0, 9525999.0]"
9507170.0,"[9506957.0, 9507159.0, 9507185.0, 9507104.0, 9506911.0]"
9564998.0,"[9565307.0, 9565328.0, 9565197.0, 9565128.0]"
9526050.0,"[9525996.0, 9526296.0, 9526100.0, 9525680.0, 9527170.0]"
9525973.0,"[9526311.0, 9526291.0, 9526148.0, 9525947.0, 9525678.0]"
9563990.0,"[9563975.0, 9564157.0, 9564145.0, 9564168.0]"
9507144.0,"[9506917.0, 9506945.0, 9506969.0, 9507125.0, 9507257.0, 9507268.0, 9507259.0, 9507288.0, 9507201.0]"
9507258.0,"[9507101.0, 9506926.0, 9507244.0, 9507330.0]"
9564263.0,"[9564061.0, 9564274.0, 9564383.0]"
9507124.0,"[9507033.0, 9507325.0, 9507110.0, 9506906.0, 9507315.0]"
9524320.0,"[9524420.0, 9525034.0, 9525130.0, 9525157.0, 9524881.0, 9524399.0]"
9507241.0,"[9506997.0, 9507257.0, 9506991.0, 9507196.0, 9506895.0]"
9564169.0,"[9564270.0, 9564160.0, 9565089.0]"
9526149.0,"[9565305.0, 9565307.0, 9526168.0, 9565213.0, 9525873.0]"
9565141.0,"[9565071.0, 9565140.0, 9000859.0, 9000860.0, 9565283.0, 9565148.0, 9565130.0, 9564955.0]"
9507140.0,"[9506914.0, 9507252.0, 9507344.0, 9564110.0, 9564008.0]"
9564219.0,"[9564083.0, 9564373.0, 9564113.0, 9564206.0]"
9526100.0,"[9525691.0, 9525996.0, 9526103.0, 9526050.0, 9525680.0]"
9564145.0,"[9563920.0, 9564157.0, 9564015.0, 9563990.0, 9564168.0, 9564036.0, 9563968.0]"
9564959.0,"[9564903.0, 9564946.0, 9565174.0, 9565221.0, 9564954.0, 9565318.0]"
9565041.0,"[9564986.0, 9565267.0, 9565290.0, 9564996.0, 9564990.0, 9565094.0]"
9565187.0,"[9565129.0, 9564955.0, 9565250.0, 9565281.0]"
9507226.0,"[9507332.0, 9507097.0, 9507165.0]"
9506664.0,"[9506434.0, 9506831.0, 9506711.0]"
9507104.0,"[9507159.0, 9507170.0, 9506911.0]"
9524797.0,"[9524379.0, 9524484.0, 9525008.0, 9525157.0, 9524551.0, 9524915.0]"
9564380.0,"[9500129.0, 9500134.0, 9506965.0, 9564083.0, 9564240.0, 9564206.0]"
9524334.0,"[9500142.0, 9524379.0, 9524671.0, 9525503.0, 9564038.0, 9524359.0, 9524915.0]"
9564186.0,"[9564001.0, 9564073.0, 9564157.0, 9564240.0, 9564337.0, 9564354.0, 9564218.0, 9564252.0, 9564032.0]"
9564113.0,"[9564061.0, 9564190.0, 9564373.0, 9564219.0, 9564206.0, 9001262.0, 9564274.0]"
9526291.0,"[9526311.0, 9525973.0, 9525678.0, 9526071.0]"
9505650.0,"[9505353.0, 9505451.0, 9505599.0, 9500113.0, 9505744.0, 9505613.0, 9505422.0, 9505463.0, 9500384.0]"
9564218.0,"[9500134.0, 9564001.0, 9564240.0, 9564280.0, 9564311.0, 9564186.0, 9500379.0, 9564252.0, 9564068.0]"
9507233.0,"[9506979.0, 9507098.0, 9507175.0, 9507294.0, 9507265.0, 9500170.0]"
9565067.0,"[9564922.0, 9565037.0, 9565127.0, 9565237.0, 9565253.0, 9565100.0]"
9526147.0,"[9524484.0, 9525008.0, 9525034.0, 9525633.0, 9525709.0, 9526311.0, 9526148.0, 9525609.0]"
9505630.0,"[9505530.0, 9505543.0, 9505640.0, 9505643.0, 9505372.0, 9505590.0, 9000900.0, 9000899.0, 9700447.0]"
9524551.0,"[9524484.0, 9524797.0, 9524915.0, 9524557.0]"
9507148.0,"[9507239.0, 9507071.0, 9506974.0, 9507152.0, 9507050.0]"
9564183.0,"[9563935.0, 9564002.0, 9564074.0, 9564326.0, 9563988.0, 9563912.0, 9563968.0, 9564102.0]"
9564954.0,"[9500388.0, 9564903.0, 9565255.0, 9565319.0, 9564959.0, 9565318.0]"
9526088.0,"[9525936.0, 9525985.0, 9526038.0, 9525835.0]"
9563945.0,"[9564114.0, 9564202.0, 9564203.0, 9564277.0, 9564008.0]"
9563965.0,"[9563943.0, 9564061.0, 9564190.0, 9564202.0, 9564373.0, 9563918.0]"
9507071.0,"[9507018.0, 9507133.0, 9507230.0, 9507239.0, 9507148.0, 9506974.0, 9507116.0]"
9505664.0,"[9505530.0, 9505541.0, 9505679.0, 9505641.0]"
9500385.0,"[9500127.0, 9506947.0, 9507246.0, 9507192.0, 9500126.0]"
9526048.0,"[9500141.0, 9500148.0, 9000339.0, 9526246.0, 9525657.0]"
9500173.0,"[9524994.0, 9525889.0]"
9563918.0,"[9563943.0, 9564002.0, 9564061.0, 9564308.0, 9563965.0, 9564006.0]"
9564341.0,"[9563943.0, 9564202.0, 9564277.0, 9564212.0]"
9526038.0,"[9525768.0, 9525936.0, 9526088.0, 9525765.0, 9525835.0]"
9507218.0,"[9506930.0, 9506982.0, 9506984.0, 9507193.0, 9507305.0, 9507128.0, 9507270.0]"
9565034.0,"[9564989.0, 9565025.0, 9565096.0, 9565121.0, 9565046.0]"
9565018.0,"[9500163.0, 9500388.0, 9565255.0, 9565333.0, 9565349.0]"
9507138.0,"[9507099.0, 9507153.0, 9507180.0, 9507329.0, 9507057.0]"
9565140.0,"[9565071.0, 9565237.0, 9565253.0, 9565141.0, 9000859.0]"
9507335.0,"[9506965.0, 9507015.0, 9506964.0, 9507045.0]"
9506952.0,"[9506972.0, 9507020.0, 9507156.0, 9507025.0, 9507042.0]"
9507344.0,"[9506914.0, 9506976.0, 9507184.0, 9507212.0, 9507140.0, 9507322.0, 9564110.0]"
9506974.0,"[9507148.0, 9507071.0, 9507116.0, 9506929.0, 9507050.0]"
9525657.0,"[9500148.0, 9000339.0, 9526048.0, 9000335.0, 9526259.0]"
9505590.0,"[9505266.0, 9505643.0, 9505729.0, 9505372.0, 9505493.0, 9505630.0, 9505298.0]"
9565121.0,"[9500163.0, 9565025.0, 9565267.0, 9565333.0, 9565034.0, 9565046.0]"
9524881.0,"[9525034.0, 9525130.0, 9525230.0, 9524320.0, 9524303.0]"
9507253.0,"[9500123.0, 9507203.0]"
9506964.0,"[9506965.0, 9507015.0, 9507185.0, 9507335.0, 9507202.0, 9507045.0]"
9507322.0,"[9506976.0, 9564094.0, 9565037.0, 9507344.0, 9564110.0]"
9564059.0,"[9500138.0, 9564280.0, 9564336.0, 9564311.0, 9500379.0]"
9000291.0,"[9563989.0, 9564308.0, 9564379.0, 9564985.0, 9565068.0, 9000290.0]"
9000859.0,"[9565253.0, 9565141.0, 9565140.0, 9000860.0, 9565063.0]"
9563953.0,"[9564090.0, 9564225.0, 9564375.0, 9563914.0, 9563991.0]"
9564277.0,"[9564202.0, 9563945.0, 9564341.0, 9564212.0, 9564008.0, 9563916.0]"
9500379.0,"[9564057.0, 9564280.0, 9564336.0, 9564218.0, 9564059.0, 9564068.0]"
9564206.0,"[9564083.0, 9564240.0, 9564337.0, 9564219.0, 9564380.0, 9564113.0, 9001262.0]"
9505744.0,"[9505353.0, 9505650.0, 9505463.0, 9505401.0]"
9564006.0,"[9564002.0, 9564270.0, 9564308.0, 9564379.0, 9563918.0, 9563912.0]"
9564252.0,"[9564354.0, 9564186.0, 9564218.0, 9564068.0, 9563952.0]"
9525509.0,"[9525316.0, 9524451.0, 9524557.0, 9525524.0, 9564303.0, 9564107.0, 9526142.0]"
9526148.0,"[9525633.0, 9526311.0, 9525973.0, 9526147.0, 9525609.0, 9526139.0, 9526241.0, 9525947.0]"
9563988.0,"[9563984.0, 9564326.0, 9564183.0, 9564166.0, 9564102.0, 9564024.0, 9564205.0]"
9000860.0,"[9565141.0, 9000859.0, 9565283.0, 9565063.0]"
9526168.0,"[9525932.0, 9526169.0, 9526295.0, 9526296.0, 9526149.0, 9565213.0, 9526001.0, 9525873.0]"
9507203.0,"[9500121.0, 9500122.0, 9500127.0, 9507096.0, 9507255.0, 9500123.0, 9507253.0, 9507041.0]"
9565349.0,"[9500388.0, 9565333.0, 9565018.0, 9500164.0]"
9500164.0,"[9500388.0, 9565333.0, 9565349.0, 9565260.0, 9564921.0]"
9524915.0,"[9524379.0, 9524359.0, 9524451.0, 9524797.0, 9524334.0, 9524551.0, 9524557.0]"
9564068.0,"[9564057.0, 9564218.0, 9500379.0, 9564252.0, 9563952.0, 9564307.0]"
9506911.0,"[9506972.0, 9507101.0, 9507159.0, 9507185.0, 9507170.0, 9507104.0, 9506926.0]"
9565046.0,"[9565038.0, 9565096.0, 9565267.0, 9565034.0, 9565121.0, 9564972.0]"
9565100.0,"[9564947.0, 9565037.0, 9565253.0, 9565067.0, 9565095.0]"
9565283.0,"[9565141.0, 9000860.0, 9565063.0, 9565003.0, 9564955.0, 9565250.0, 9565281.0, 9565105.0]"
9000335.0,"[9000336.0, 9000339.0, 9525657.0, 9526116.0, 9525839.0, 9526259.0, 9526272.0]"
9564032.0,"[9564073.0, 9564354.0, 9564384.0, 9564385.0, 9564186.0, 9563927.0, 9564211.0]"
9507057.0,"[9507098.0, 9507099.0, 9507169.0, 9507180.0, 9507138.0, 9507227.0, 9500170.0]"
9000900.0,"[9505643.0, 9505630.0, 9000899.0]"
9000899.0,"[9505390.0, 9505530.0, 9505543.0, 9505643.0, 9505630.0, 9000900.0, 9505679.0]"
9525765.0,"[9525748.0, 9525768.0, 9525936.0, 9526038.0, 9526270.0, 9525800.0, 9526323.0]"
9564168.0,"[9563975.0, 9563990.0, 9564145.0, 9564054.0, 9563968.0]"
9524303.0,"[9525034.0, 9525193.0, 9525230.0, 9524881.0, 9524365.0]"
9505298.0,"[9505259.0, 9505266.0, 9505643.0, 9505663.0, 9505590.0, 9505697.0]"
9507265.0,"[9507098.0, 9507175.0, 9507269.0, 9507233.0, 9507103.0]"
9563991.0,"[9564090.0, 9563914.0, 9563953.0, 9563915.0]"
9563912.0,"[9564002.0, 9564270.0, 9564326.0, 9564183.0, 9564006.0, 9564166.0]"
9507041.0,"[9506900.0, 9506917.0, 9507096.0, 9507255.0, 9507203.0, 9507042.0, 9507067.0]"
9565318.0,"[9500388.0, 9565174.0, 9564959.0, 9564954.0, 9565260.0]"
9565260.0,"[9500388.0, 9565174.0, 9500164.0, 9565318.0, 9564921.0]"
9507202.0,"[9507185.0, 9507223.0, 9506964.0, 9507045.0]"
9506926.0,"[9506972.0, 9507101.0, 9507216.0, 9507258.0, 9506911.0, 9507244.0]"
9507045.0,"[9506965.0, 9506984.0, 9507194.0, 9507223.0, 9507335.0, 9506964.0, 9507202.0, 9507128.0]"
9564054.0,"[9563975.0, 9564168.0, 9564324.0, 9564360.0, 9563968.0]"
9524365.0,"[9524766.0, 9525193.0, 9525230.0, 9524303.0, 9525184.0]"
9565213.0,"[9000332.0, 9526070.0, 9526295.0, 9565307.0, 9526149.0, 9526168.0, 9565197.0]"
9507103.0,"[9506962.0, 9507098.0, 9507269.0, 9507265.0, 9507201.0, 9507314.0, 9507196.0]"
9564972.0,"[9564986.0, 9565010.0, 9565038.0, 9565267.0, 9565328.0, 9565046.0, 9564945.0]"
9505697.0,"[9500383.0, 9505451.0, 9505643.0, 9505663.0, 9505298.0, 9505613.0]"
9505679.0,"[9500125.0, 9505390.0, 9505530.0, 9505547.0, 9505664.0, 9000899.0, 9505641.0]"
9564324.0,"[9564054.0, 9564360.0, 9563968.0, 9564084.0]"
9507227.0,"[9507018.0, 9507098.0, 9507099.0, 9507057.0, 9507116.0]"
9564166.0,"[9563984.0, 9564270.0, 9564326.0, 9563988.0, 9563912.0, 9564160.0]"
9563927.0,"[9563975.0, 9564007.0, 9564073.0, 9564032.0, 9564360.0, 9564211.0, 9564021.0, 9564136.0]"
9564110.0,"[9564094.0, 9507140.0, 9507344.0, 9507322.0, 9564040.0, 9564008.0, 9563916.0]"
9563915.0,"[9564090.0, 9563914.0, 9563991.0, 9564353.0]"
9564353.0,"[9564090.0, 9564351.0, 9563914.0, 9563915.0, 9564267.0]"
9525680.0,"[9525691.0, 9526169.0, 9526296.0, 9526050.0, 9526100.0, 9525661.0]"
9565095.0,"[9564947.0, 9565253.0, 9565100.0, 9565063.0, 9565131.0, 9565068.0]"
9507116.0,"[9507018.0, 9507098.0, 9507133.0, 9507275.0, 9507071.0, 9506974.0, 9507227.0, 9506929.0, 9506901.0, 9507259.0]"
9565197.0,"[9000332.0, 9565307.0, 9564998.0, 9565213.0, 9565128.0]"
9564160.0,"[9563984.0, 9564270.0, 9564978.0, 9564169.0, 9564166.0, 9565089.0]"
9564212.0,"[9563943.0, 9563989.0, 9564341.0, 9564277.0, 9563916.0, 9564106.0, 9565131.0]"
9505613.0,"[9500383.0, 9505451.0, 9505650.0, 9505697.0, 9505422.0]"
9524557.0,"[9524484.0, 9524451.0, 9524551.0, 9525509.0, 9524915.0, 9525524.0]"
9564360.0,"[9563975.0, 9564007.0, 9564054.0, 9564324.0, 9563927.0, 9564084.0]"
9565063.0,"[9565253.0, 9000859.0, 9000860.0, 9565283.0, 9565095.0, 9565068.0, 9000290.0, 9565003.0]"
9507128.0,"[9506984.0, 9507168.0, 9507194.0, 9507218.0, 9507045.0, 9507270.0]"
9525661.0,"[9525691.0, 9525934.0, 9526169.0, 9526295.0, 9525680.0, 9525870.0]"
9563952.0,"[9564354.0, 9564252.0, 9564068.0, 9564307.0, 9564146.0]"
9564945.0,"[9565010.0, 9565328.0, 9564972.0, 9565128.0, 9565017.0, 9000413.0]"
9564267.0,"[9563957.0, 9564038.0, 9564248.0, 9564351.0, 9563914.0, 9564353.0, 9563972.0]"
9564040.0,"[9564094.0, 9564947.0, 9564110.0, 9563916.0, 9564106.0]"
9525184.0,"[9524766.0, 9524994.0, 9525230.0, 9524365.0, 9525486.0, 9525889.0]"
9564307.0,"[9564057.0, 9563962.0, 9564068.0, 9563952.0, 9564146.0]"
9001262.0,"[9564337.0, 9564015.0, 9564113.0, 9564206.0, 9001261.0, 9564274.0]"
9507244.0,"[9507216.0, 9507258.0, 9506926.0, 9507330.0]"
9507330.0,"[9507101.0, 9507216.0, 9507258.0, 9507244.0, 9507268.0, 9506908.0, 9507190.0]"
9001261.0,"[9564015.0, 9001262.0, 9564274.0]"
9564274.0,"[9564061.0, 9564015.0, 9564263.0, 9564113.0, 9001262.0, 9001261.0, 9564383.0]"
9564921.0,"[9565174.0, 9565297.0, 9565333.0, 9565240.0, 9500164.0, 9565260.0, 9565248.0]"
9505641.0,"[9505343.0, 9505541.0, 9505547.0, 9505664.0, 9505679.0, 9505668.0, 9505301.0]"
9563972.0,"[9563957.0, 9563987.0, 9564038.0, 9564267.0, 9563983.0, 9564136.0]"
9565089.0,"[9564227.0, 9564270.0, 9564978.0, 9564169.0, 9564160.0, 9565152.0, 9565256.0]"
9565128.0,"[9000332.0, 9565328.0, 9564998.0, 9565197.0, 9564945.0, 9565017.0, 9000412.0, 9526216.0]"
9505422.0,"[9500383.0, 9505650.0, 9505613.0, 9505463.0]"
9525870.0,"[9525923.0, 9525934.0, 9526295.0, 9526275.0, 9525661.0, 9526072.0]"
9505463.0,"[9500122.0, 9500383.0, 9505650.0, 9505744.0, 9505422.0, 9505401.0]"
9565152.0,"[9564227.0, 9565089.0, 9000243.0, 9565256.0, 9563913.0, 9500149.0, 9000242.0]"
9563983.0,"[9563987.0, 9564000.0, 9563972.0, 9564136.0, 9564039.0, 9564142.0]"
9564146.0,"[9563922.0, 9564120.0, 9564354.0, 9564386.0, 9563962.0, 9563952.0, 9564307.0, 9564261.0]"
9506929.0,"[9506974.0, 9507116.0, 9507050.0, 9506901.0, 9507259.0]"
9505668.0,"[9505547.0, 9505641.0, 9505301.0]"
9505301.0,"[9505343.0, 9505715.0, 9505547.0, 9505641.0, 9505668.0, 9505269.0]"
9564383.0,"[9564002.0, 9564061.0, 9564074.0, 9564015.0, 9564263.0, 9564274.0, 9564036.0, 9563968.0]"
9000243.0,"[9565152.0, 9563913.0, 9564031.0, 9000242.0, 9564161.0]"
9525524.0,"[9524484.0, 9525509.0, 9524557.0, 9526142.0, 9526259.0]"
9507270.0,"[9506982.0, 9507168.0, 9507218.0, 9507128.0, 9507040.0]"
9565248.0,"[9565174.0, 9565267.0, 9565297.0, 9565240.0, 9564921.0, 9565330.0]"
9564036.0,"[9564015.0, 9564145.0, 9564383.0, 9563968.0]"
9563968.0,"[9563935.0, 9564074.0, 9564145.0, 9564183.0, 9564168.0, 9564054.0, 9564324.0, 9564383.0, 9564036.0, 9564084.0, 9564102.0]"
9565330.0,"[9565024.0, 9565053.0, 9565129.0, 9565174.0, 9565267.0, 9565248.0, 9564996.0]"
9505269.0,"[9505343.0, 9505667.0, 9505715.0, 9505301.0, 9505351.0, 9000244.0]"
9526072.0,"[9000338.0, 9525923.0, 9525936.0, 9525985.0, 9526166.0, 9526250.0, 9526295.0, 9525870.0, 9526270.0]"
9507040.0,"[9506982.0, 9507168.0, 9564203.0, 9507270.0, 9564008.0]"
9564261.0,"[9564017.0, 9564120.0, 9564386.0, 9564146.0, 9564241.0]"
9564084.0,"[9564007.0, 9564324.0, 9564360.0, 9563968.0, 9564102.0]"
9526270.0,"[9000338.0, 9525936.0, 9525765.0, 9526072.0, 9525800.0, 9000337.0, 9000334.0, 9525553.0]"
9564008.0,"[9506982.0, 9507252.0, 9564203.0, 9507140.0, 9563945.0, 9564277.0, 9564110.0, 9507040.0, 9563916.0]"
9564241.0,"[9564017.0, 9564072.0, 9564386.0, 9564261.0, 9564041.0]"
9564996.0,"[9565024.0, 9565129.0, 9565151.0, 9565267.0, 9565041.0, 9565330.0, 9564990.0]"
9564041.0,"[9564017.0, 9564072.0, 9564375.0, 9564241.0, 9564361.0, 9563995.0]"
9505351.0,"[9505410.0, 9505461.0, 9505667.0, 9505715.0, 9505269.0, 9507192.0, 9713521.0]"
9505401.0,"[9500122.0, 9505353.0, 9505507.0, 9505744.0, 9505463.0, 9505653.0]"
9563916.0,"[9564277.0, 9564110.0, 9564212.0, 9564040.0, 9564008.0, 9564106.0]"
9564990.0,"[9565073.0, 9565151.0, 9565041.0, 9564996.0, 9565094.0]"
9505653.0,"[9500122.0, 9505507.0, 9505401.0, 9507032.0]"
9564361.0,"[9564017.0, 9564090.0, 9564375.0, 9564384.0, 9564385.0, 9564041.0, 9564211.0]"
9507192.0,"[9505410.0, 9507187.0, 9507246.0, 9500385.0, 9505351.0, 9500126.0, 9507034.0, 9713521.0]"
9564211.0,"[9564090.0, 9564385.0, 9564032.0, 9563927.0, 9564361.0, 9564021.0]"
9565017.0,"[9564945.0, 9565128.0, 9000413.0, 9000412.0]"
9000413.0,"[9564948.0, 9565010.0, 9564945.0, 9565017.0, 9000412.0]"
9507032.0,"[9500122.0, 9505507.0, 9505554.0, 9506942.0, 9507255.0, 9505653.0, 9506950.0, 9507025.0]"
9506950.0,"[9506942.0, 9507032.0, 9507025.0]"
9000412.0,"[9564948.0, 9565342.0, 9565128.0, 9565017.0, 9000413.0, 9526216.0, 9525814.0]"
9564021.0,"[9563957.0, 9564090.0, 9563927.0, 9564211.0, 9564136.0]"
9525800.0,"[9525765.0, 9526270.0, 9525553.0, 9525839.0, 9526323.0]"
9500126.0,"[9506947.0, 9500385.0, 9507192.0, 9507034.0]"
9507034.0,"[9500382.0, 9506947.0, 9507187.0, 9507192.0, 9500126.0, 9001212.0]"
9565094.0,"[9565073.0, 9565290.0, 9565041.0, 9564990.0, 9565262.0]"
9507025.0,"[9506942.0, 9507156.0, 9507159.0, 9507255.0, 9506952.0, 9507032.0, 9506950.0, 9507042.0]"
9526216.0,"[9000332.0, 9000331.0, 9565128.0, 9000412.0, 9525937.0, 9525814.0, 9000337.0, 9000334.0, 9526116.0]"
9564136.0,"[9563957.0, 9564007.0, 9563927.0, 9563972.0, 9563983.0, 9564021.0, 9564039.0]"
9001212.0,"[9500382.0, 9506947.0, 9507118.0, 9507209.0, 9507034.0, 9507197.0]"
9565262.0,"[9564988.0, 9565073.0, 9565112.0, 9565290.0, 9565342.0, 9565094.0, 9564907.0]"
9507197.0,"[9507118.0, 9507209.0, 9001212.0, 9507031.0]"
9507031.0,"[9507118.0, 9507209.0, 9507197.0, 9507097.0]"
9564907.0,"[9500141.0, 9565112.0, 9565342.0, 9565262.0, 9565224.0]"
9525937.0,"[9526070.0, 9000331.0, 9526216.0, 9525656.0, 9000337.0]"
9564106.0,"[9564947.0, 9564212.0, 9564040.0, 9563916.0, 9565131.0]"
9507042.0,"[9507020.0, 9507255.0, 9506952.0, 9507041.0, 9507025.0, 9507067.0]"
9507097.0,"[9500382.0, 9506941.0, 9507118.0, 9507332.0, 9507209.0, 9507226.0, 9507031.0, 9507165.0]"
9565224.0,"[9000345.0, 9500141.0, 9565342.0, 9000339.0, 9564907.0, 9525814.0]"
9525656.0,"[9526070.0, 9526250.0, 9525806.0, 9525937.0, 9000337.0]"
9525814.0,"[9000336.0, 9565342.0, 9000339.0, 9000412.0, 9526216.0, 9565224.0, 9526116.0]"
9000337.0,"[9000338.0, 9526250.0, 9525806.0, 9526270.0, 9526216.0, 9525937.0, 9525656.0, 9000334.0]"
9000334.0,"[9526270.0, 9526216.0, 9000337.0, 9525553.0, 9526116.0]"
9564102.0,"[9564007.0, 9564183.0, 9563988.0, 9563968.0, 9564084.0, 9564024.0, 9563929.0]"
9525553.0,"[9526270.0, 9525800.0, 9000334.0, 9526116.0, 9525839.0]"
9526116.0,"[9000336.0, 9000335.0, 9526216.0, 9525814.0, 9000334.0, 9525553.0, 9525839.0]"
