SUBID,NEIGHBOURS
9614395,"['9614414', '9614635', '9614794', '9614508', '9614375', '9614386', '9614516', '9614520']"
9613099,"['9613120', '9613208', '9613236', '9612881', '9613304', '9613071']"
9622934,"['9623070', '9622777', '9622776', '9622816', '9622695', '9622890']"
9622830,"['9622686', '9622823', '9623065', '9622828', '9623000', '9622673', '9622649']"
9622950,"['9610739', '9611011', '9622798', '9001163', '9622850']"
9613067,"['9612902', '9613120', '9613017', '9612901', '9613265']"
9613326,"['9613075', '9613097', '9613368', '9612961', '9613352', '9612894', '9613353']"
9623032,"['9622748', '9622863', '9622942', '9623053', '9622659', '9618563']"
9618742,"['9618513', '9618596', '9618658', '9618921', '9618782', '9618649']"
9613364,"['9613059', '9613141', '9613218', '9613328', '9612970', '9612908', '9613083', '9613296']"
9612908,"['9613093', '9613116', '9613328', '9613364', '9613296', '9613191']"
9623000,"['9622684', '9622701', '9623065', '9622972', '9622830', '9622649', '9622796']"
9618563,"['9618605', '9618795', '9622748', '9622863', '9623032', '9618554']"
9618649,"['9618513', '9618577', '9618921', '9618526', '9618742', '9619015']"
9614520,"['9614375', '9614386', '9614395', '9614843']"
9618554,"['9618605', '9618795', '9618921', '9618563', '9618337']"
9612901,"['9612902', '9613120', '9613253', '9613297', '9613067', '9613265']"
9613353,"['9613075', '9613145', '9613352', '9613326', '9622834']"
9622724,"['9622710', '9623046', '9622773', '9622689', '9622630']"
9619015,"['9618577', '9618526', '9618649', '9618419']"
9618337,"['9618545', '9618795', '9618921', '9622676', '9622990', '9618554', '9618331', '9619017']"
9613265,"['9613120', '9613253', '9613067', '9612901', '9612881', '9613071', '9613209']"
9618419,"['9618545', '9618577', '9618890', '9618526', '9619015', '9618757']"
9622890,"['9622777', '9622695', '9622934', '9622755', '9622645']"
9622834,"['9612981', '9613075', '9613145', '9622747', '9623052', '9613353', '9622660']"
9622630,"['9622710', '9622812', '9622880', '9622773', '9622724', '9622923']"
9622755,"['9622807', '9622777', '9622890', '9622645', '9622744']"
9612881,"['9613120', '9613099', '9613265', '9613071']"
9622923,"['9622710', '9622812', '9622868', '9622630', '9622660', '9622726', '9622914']"
9614843,"['9614435', '9614692', '9614375', '9614386', '9614520', '9614607']"
9618757,"['9618571', '9618577', '9618890', '9618419', '9618333']"
9618333,"['9618339', '9618740', '9618571', '9618890', '9618814', '9618757', '9618688', '9618437']"
9614607,"['9614412', '9614435', '9614692', '9614843', '9614453', '9614547']"
9622660,"['9622747', '9622812', '9623052', '9622834', '9622923', '9622726']"
9622726,"['9613036', '9622653', '9622812', '9623052', '9622923', '9622660', '9622914']"
9618688,"['9618768', '9618968', '9618339', '9618627', '9618814', '9618333', '9618483', '9618597']"
9618483,"['9618627', '9618814', '9618688', '9618597']"
9614453,"['9614435', '9614720', '9614861', '9614607', '9614547']"
9618597,"['9618627', '9618668', '9618814', '9618995', '9618688', '9618483', '9618503']"
9618503,"['9618627', '9618995', '9618597', '9618432']"
9614547,"['9614412', '9614803', '9614861', '9614607', '9614453', '9614590']"
9614590,"['9614412', '9614482', '9614803', '9614580', '9614547', '9614531']"
9618432,"['9618780', '9618627', '9618704', '9618995', '9618503', '9618981', '9618700']"
9614531,"['9614540', '9614803', '9614580', '9614590', '9614724']"
9622914,"['9622653', '9622868', '9622923', '9622726', '9622967']"
9614724,"['9614540', '9614680', '9614803', '9614854', '9614531', '9614645']"
9614645,"['9614680', '9614854', '9614845', '9614724', '9614842']"
9622967,"['9622653', '9622868', '9622836', '9622914', '9622916']"
9614842,"['9614680', '9622137', '9614845', '9614645', '9614491', '9614627']"
9622916,"['9622653', '9622686', '9622877', '9623028', '9622836', '9622967', '9622867']"
9614491,"['9614704', '9614680', '9614690', '9614842', '9614627']"
9622867,"['9622686', '9622877', '9622916', '9622673']"
9622673,"['9622686', '9622877', '9622941', '9622830', '9622867', '9622649', '9623007']"
9614627,"['9614690', '9622137', '9614765', '9614842', '9614491', '9622500']"
9622649,"['9622830', '9623000', '9622673', '9622796', '9623007']"
9622500,"['9614690', '9622401', '9622481', '9614765', '9622206', '9614627', '9622139']"
9622139,"['9622401', '9622206', '9622500', '9622158', '9622544']"
9622158,"['9622537', '9622206', '9622139', '9622544']"
9622544,"['9613062', '9613366', '9622401', '9622537', '9622206', '9622139', '9622158', '9613142']"
9622796,"['9622701', '9623000', '9622649', '9623007']"
9623007,"['9622684', '9622701', '9622941', '9622963', '9622677', '9622673', '9622649', '9622796', '9622804']"
9622804,"['9622963', '9622677', '9622681', '9623007', '9623010', '9622744']"
9613142,"['9613366', '9622143', '9622433', '9622537', '9622544', '9613005']"
9613005,"['9613205', '9613338', '9613366', '9622433', '9613249', '9613236', '9613142', '9613304']"
9613304,"['9613205', '9613368', '9613236', '9613099', '9613005', '9612932', '9613071']"
9612932,"['9613368', '9613304', '9613071', '9613209']"
9623010,"['9622707', '9622681', '9622804', '9622618', '9622744', '9622956']"
9622618,"['9622707', '9623010', '9622956', '9623069', '9622732']"
9613071,"['9613099', '9613265', '9612881', '9613304', '9612932', '9613209']"
9613209,"['9613253', '9613327', '9613368', '9613265', '9612932', '9613071', '9613129']"
9613129,"['9613253', '9613327', '9613209', '9613080']"
9613080,"['9613030', '9613253', '9613327', '9613383', '9613129', '9613332']"
9613332,"['9613030', '9613383', '9613080', '9613133']"
9613133,"['9613030', '9613354', '9613383', '9613332', '9613068']"
9613068,"['9613141', '9613324', '9613354', '9613383', '9613206', '9613133', '9613083']"
9613083,"['9612927', '9613141', '9613206', '9613086', '9613364', '9613068', '9613296']"
9613296,"['9613093', '9613086', '9613364', '9612908', '9613083']"
9613191,"['9613116', '9613328', '9612908', '9612914']"
9612914,"['9612897', '9612920', '9613116', '9613212', '9613328', '9613191']"
9613104,"['9611011', '9613114', '9613233', '9622690', '9622823', '9001167', '9001163']"
9001167,"['9622690', '9613104', '9001163']"
9001163,"['9611011', '9622690', '9622950', '9613104', '9001167', '9622850']"
9622850,"['9622627', '9622690', '9622798', '9611092', '9622760', '9622950', '9001163', '9622661']"
9622661,"['9622627', '9622690', '9623065', '9622972', '9622760', '9622850', '9622762']"
9622762,"['9622684', '9622963', '9622972', '9622760', '9622661', '9622652']"
9622652,"['9611103', '9622963', '9623020', '9623073', '9623074', '9622760', '9622762', '9622922']"
9622922,"['9622963', '9623073', '9622776', '9622695', '9622652', '9622814']"
9622814,"['9622963', '9622695', '9622922', '9622645']"
9622645,"['9622963', '9622695', '9622890', '9622755', '9622814', '9622744']"
9622744,"['9622807', '9622963', '9622755', '9622804', '9623010', '9622645', '9622956']"
9622956,"['9622807', '9623068', '9623010', '9622618', '9622744', '9623069']"
9623069,"['9622711', '9623068', '9622618', '9622956', '9622732']"
9622732,"['9622707', '9622711', '9622618', '9623069', '9622926']"
9622926,"['9622619', '9622707', '9622711', '9623017', '9622732', '9622869']"
9622869,"['9622619', '9623017', '9622926', '9622930']"
9622930,"['9622959', '9622683', '9622716', '9622619', '9622990', '9623017', '9622869', '9622845']"
9622845,"['9622959', '9622771', '9622990', '9618443', '9622930', '9622981']"
9622981,"['9618564', '9622771', '9622792', '9618443', '9622845', '9618979']"
9618979,"['9622792', '9618443', '9622981', '9618331', '9618942']"
9618331,"['9622676', '9618443', '9618337', '9618979', '9619017', '9618942']"
9619017,"['9618545', '9618668', '9618884', '9618337', '9618331', '9618942']"
9618942,"['9618482', '9618636', '9618668', '9619018', '9622792', '9618979', '9618331', '9619017', '9618981']"
9618981,"['9618482', '9619018', '9618995', '9618432', '9618942', '9618700']"
9618700,"['9618704', '9619018', '9618432', '9618981', '9618654']"
9618654,"['9618636', '9618704', '9618908', '9619018', '9618700', '9618785']"
9618785,"['9618508', '9618636', '9618908', '9619003', '9618654', '9615130']"
9615130,"['9614989', '9618908', '9619003', '9618785', '9600911']"
9600911,"['9614925', '9614989', '9619003', '9615130', '9600926']"
9600926,"['9614925', '9614989', '9600911', '9615231']"
9615231,"['9614925', '9614989', '9615077', '9600926', '9615432']"
9615432,"['9614989', '9615077', '9615231', '9615120', '9615259', '9601936']"
9615120,"['9615432', '9615259', '9601936']"
9700005,"['9773470', '9701213']"
9772229,"['9776345', '9772553', '9773470', '9700178', '9773433', '9771963', '9701213']"
9773470,"['9776345', '9700005', '9772229', '9774506', '9701213']"
9572086,"['9513690', '9512782', '9416701', '9417109', '9572676', '9574066', '9512386', '9416505']"
9572676,"['9500496', '9500428', '9416701', '9572086', '9574066', '9571567', '9512386', '9416505', '9416593']"
9574066,"['9572086', '9572676', '9571567', '9512386']"
9571567,"['9572676', '9574066', '9512386']"
9512386,"['9500496', '9513690', '9512005', '9572086', '9572676', '9574066', '9571567', '9513082', '9500321']"
9513082,"['9500496', '9512386', '9500321']"
9610397,"['9610587', '9610750', '9610686', '9610912', '9610498']"
9610575,"['9610993', '9610725', '9610399', '9610826', '9611000']"
9610588,"['9610470', '9610924', '9610934', '9610631', '9610455', '9610712']"
9610616,"['9610703', '9610993', '9611023', '9610592', '9610898', '9610990', '9610725', '9610416']"
9610655,"['9610825', '9611023', '9610708', '9610964', '9610941', '9610686', '9610602', '9610912']"
9610658,"['9610736', '9610614', '9610752', '9611061', '9610915', '9610725']"
9610672,"['9610724', '9610885', '9610416', '9610602', '9610912', '9610498']"
9610687,"['9610574', '9610851', '9611147', '9611196', '9610973', '9611028', '9611060']"
9610695,"['9622659', '9618556', '9618812', '9610767']"
9610703,"['9610616', '9610825', '9611023', '9610416', '9610602']"
9610740,"['9610587', '9610897', '9610754', '9610964', '9610941']"
9610754,"['9610897', '9610740', '9610964', '9610854', '9611060']"
9610825,"['9610655', '9610703', '9611023', '9610602']"
9610885,"['9602171', '9610724', '9610555', '9610672', '9610498', '9610699']"
9610903,"['9610689', '9610746', '9611032', '9611050', '9611104', '9610898']"
9610934,"['9610995', '9610470', '9618874', '9610588', '9610813', '9610455']"
9610963,"['9610736', '9610915']"
9610993,"['9610575', '9610616', '9610592', '9610725', '9611000']"
9611023,"['9610616', '9610655', '9610703', '9610825', '9611142', '9611078', '9611104', '9610898', '9610708']"
9611034,"['9610645', '9611147', '9610948', '9611050', '9611142', '9611196', '9611104']"
9611050,"['9610645', '9611032', '9610903', '9611034', '9611104']"
9611142,"['9611023', '9611034', '9611196', '9611078', '9611104', '9610820']"
9618556,"['9610695', '9618812', '9610548', '9610767', '9610826']"
9618725,"['9618874', '9618812', '9610548', '9610813']"
9618812,"['9618596', '9618874', '9618993', '9622748', '9618808', '9622659', '9610695', '9618556', '9618725', '9610548']"
9611196,"['9611147', '9610687', '9611034', '9611142', '9610820', '9610964', '9611060']"
9610631,"['9610724', '9610924', '9610588', '9610712', '9610539']"
9610592,"['9610616', '9610993', '9611000', '9610545', '9610549', '9610416']"
9610915,"['9610689', '9610736', '9610658', '9610963', '9610990', '9610725']"
9611078,"['9611023', '9611142', '9610820', '9610708']"
9610548,"['9618556', '9618725', '9618812', '9610813', '9610826']"
9611104,"['9610903', '9611023', '9611034', '9611050', '9611142', '9610898']"
9610813,"['9618874', '9610934', '9618725', '9610548', '9610455', '9610826']"
9610820,"['9611142', '9611196', '9611078', '9610708', '9610964']"
9610898,"['9610689', '9610616', '9610903', '9611023', '9611104', '9610990']"
9610990,"['9610689', '9610616', '9610915', '9610898', '9610725']"
9610455,"['9610588', '9610934', '9610813', '9610712', '9610826', '9611000']"
9610708,"['9610655', '9611023', '9611078', '9610820', '9610964']"
9610712,"['9610588', '9610631', '9610455', '9610539', '9611000']"
9610964,"['9610655', '9610740', '9610754', '9611196', '9610820', '9610708', '9610941', '9611060']"
9610539,"['9610724', '9610631', '9610712', '9611000', '9610545', '9610549', '9610416']"
9610725,"['9610752', '9610575', '9610616', '9610658', '9610993', '9610915', '9610990', '9610399']"
9610941,"['9610587', '9610655', '9610740', '9610964', '9610686']"
9610399,"['9610752', '9610575', '9610725', '9610767', '9610826']"
9610686,"['9610587', '9610397', '9610655', '9610941', '9610912']"
9610767,"['9610752', '9622821', '9622659', '9610695', '9618556', '9610399', '9610826']"
9610826,"['9610575', '9618556', '9610548', '9610813', '9610455', '9610399', '9610767', '9611000']"
9611000,"['9610575', '9610993', '9610592', '9610455', '9610712', '9610539', '9610826', '9610545']"
9610545,"['9610592', '9610539', '9611000', '9610549']"
9610549,"['9610592', '9610539', '9610545', '9610416']"
9610416,"['9610724', '9610616', '9610672', '9610703', '9610592', '9610539', '9610549', '9610602']"
9610602,"['9610655', '9610672', '9610703', '9610825', '9610416', '9610912']"
9610912,"['9610397', '9610655', '9610672', '9610686', '9610602', '9610498']"
9610498,"['9610750', '9610397', '9610672', '9610885', '9610912', '9610699']"
9610699,"['9602171', '9610750', '9610885', '9610498']"
9537858,"['9509948', '9509760', '9537638', '9537275']"
9000037,"['9400255', '9451329', '9000039', '9434386', '9400206']"
9000039,"['9000037', '9434386', '9400206', '9400368', '9000038', '9451492', '9451156', '9400167']"
9000170,"['9430354', '9430664', '9000846', '9000123', '9430648']"
9000213,"['8000214', '8318204', '8000416', '9406897', '9403981', '9000265', '9000262']"
9000215,"['9406432', '9406960', '9406424', '9406887', '9000212', '9618609', '9623095', '9623251', '9623346', '9623379']"
9000217,"['9430354', '9430779', '9430664', '9000168']"
9000360,"['9436995', '9434255', '9000356', '9433970', '9433960']"
9000376,"['9400272', '9421544', '9436665', '9000370', '9436673']"
9400007,"['9436914', '9436891', '9437008', '9436885', '9418431', '9419969']"
9400083,"['9415825', '9415836', '9441406', '9441348']"
9400116,"['9433638', '9433578', '9433901', '9436480', '9436531']"
9400158,"['9400161', '9441280', '9441352', '9440821']"
9400161,"['9400158', '9404805', '9441280', '9441352', '9441408']"
9400166,"['9451448', '9451583', '9451273', '9400117', '9400167', '9400041']"
9400170,"['8300099', '8000416', '9407029', '9406844']"
9400195,"['9440505', '9400390', '9440782', '9440701', '9421531']"
9400211,"['9400272', '9436628', '9436739', '9436617']"
9400264,"['9421467', '9440693', '9440732', '9440701', '9440747', '9421548', '9421454']"
9400272,"['9000376', '9400211', '9436628', '9436730', '9436748', '9421544', '9000370', '9436739']"
9400274,"['9436450', '9436526', '9436493', '9400044', '9436520']"
9400321,"['8301483', '8318315', '9404030', '9440801', '9400373']"
9400357,"['9430241', '9430281', '9400144']"
9400372,"['8318596', '8318628', '9407179', '9407186', '9407192']"
9400374,"['9400376', '9421475', '9421590', '9400375', '9421459', '9421452']"
9400376,"['9400374', '9400375', '9421459', '9421452']"
9403955,"['9406847', '9407015', '9403920', '9403954', '9403980', '9000262']"
9404030,"['9400321', '9440801', '9400373', '9403936', '9404832']"
9404673,"['9404781', '9404808', '9403954', '9623445', '9623479']"
9404704,"['9404808', '9613929', '9623416', '9623479']"
9404781,"['9404673', '9404821', '9404808', '9403954', '9403980', '9404015']"
9404782,"['9441269', '9404820', '9404808', '9441228']"
9404805,"['9400161', '9404837', '9441352', '9404820', '9441408', '9614446', '9614653']"
9404821,"['9404781', '9404808', '9404015', '9441228']"
9404837,"['9404805', '9404820', '9404808', '9613929', '9614446']"
9406432,"['9000215', '9406533', '9406424', '9406408', '9623251', '9623494', '9623378']"
9406515,"['9406533', '9406867', '9406408', '9406887', '9406988', '9403954']"
9406533,"['9406432', '9406515', '9406408', '9403954', '9623125', '9623445', '9623378']"
9406847,"['9403955', '9406952', '9407015', '9406854', '9000265', '9000262']"
9406856,"['9406876', '9406961', '9406836']"
9406867,"['9406515', '9406988', '9403920', '9403954']"
9406876,"['9406856', '9406960', '9406963', '9406961', '9406836', '9430735']"
9406897,"['8318204', '9000213', '9406844', '9406852', '9406854', '9000265']"
9406908,"['9406952', '9406854']"
9406952,"['9406847', '9406908', '9407015', '9406836', '9406988', '9403920', '9406854']"
9406960,"['9000215', '9406876', '9406836', '9406887', '9430735', '9406988', '9618409', '9618609']"
9406963,"['9406876', '9406961', '9430735', '9406933']"
9407015,"['9403955', '9406847', '9406952', '9403920']"
9407028,"['9407161', '9407200', '9407190', '9407192']"
9407051,"['9407200', '9430241', '9430256', '9407001', '9000006']"
9407106,"['9407108', '9407180', '9407155', '9407092', '9000024']"
9407108,"['9407106', '9407179', '9407155', '9407192', '9000024']"
9407161,"['9407028', '9407190']"
9407180,"['9407106', '9407092', '9000024', '9000008', '9406844']"
9407195,"['8318098', '9400266', '9407155', '9407092']"
9407200,"['9407028', '9407051', '9430241', '9000006', '9407192', '9000024']"
9415806,"['9421589', '9441224', '9441348', '9617241']"
9415825,"['9400083', '9415836', '9000918', '9000380', '9441348']"
9415836,"['9400083', '9415825', '9441406', '9000918', '9614785', '9617068', '9617276']"
9420692,"['9440505', '9400257', '9400390', '9440568', '9420809']"
9421467,"['9400264', '9421548', '9421454']"
9421475,"['9400374', '9421589', '9421590', '9421459', '9617329']"
9421496,"['9421577', '9421513', '9421468', '9421499']"
9421589,"['9415806', '9421475', '9421616', '9441224', '9421459', '9617241', '9617329', '9616844', '9616967']"
9421590,"['9400374', '9421475', '9400381', '9421448', '9421452', '9616889', '9617329']"
9421616,"['9421589', '9441224', '9440729', '9421459']"
9430241,"['9400357', '9407051', '9407200', '9430256', '9400144']"
9430242,"['9430281', '9430354', '9430325']"
9430256,"['9407051', '9430241', '9430781', '9407001', '9400144', '9430648']"
9430281,"['9400357', '9430242', '9430325', '9400144']"
9430354,"['9000170', '9000217', '9430242', '9430325', '9430664', '9400144', '9430648']"
9430657,"['9430762', '9430779', '9430664', '9000846', '9000123', '9000216', '9614010', '9614417', '9617643']"
9430762,"['9430657', '9000123', '9430735', '9000216']"
9430779,"['9000217', '9430657', '9430664', '9000168', '9614010']"
9430781,"['9430256', '9407001', '9430648']"
9433880,"['9400183', '9434006', '9433966', '9433944', '9434026']"
9433892,"['9000379', '9451448', '9433980', '9434018', '9434033', '9400117']"
9433901,"['9433638', '9400183', '9400116', '9436531', '9433994', '9433944']"
9433956,"['9436678', '9434024', '9000358', '9434042', '9433970', '9434026']"
9433966,"['9434006', '9433880', '9434026', '9434025']"
9433973,"['9436730', '9436748', '9433972', '9434042']"
9433980,"['9433892', '9434033', '9400177', '9400117']"
9433998,"['9434255', '9434296', '9433960', '9434039', '9434033', '9400177']"
9434018,"['9000379', '9433892', '9434025', '9434033']"
9434255,"['9434338', '9436995', '9000360', '9433998', '9434296', '9433960']"
9434386,"['9400255', '9000037', '9000039', '9434296', '9451492']"
9436453,"['9432889', '9432980', '9432949', '9436618', '9436467', '9436520']"
9436472,"['9436381', '9436540', '9400381', '9400300']"
9436540,"['9436472', '9400300']"
9436628,"['9400211', '9400272', '9421544', '9421520', '9436511', '9436620', '9436617']"
9436678,"['9433956', '9000358', '9436702', '9436673', '9434042']"
9436699,"['9436738', '9436966', '9436843', '9420003', '9419999']"
9436730,"['9400272', '9433973', '9436748', '9436739', '9433972']"
9436738,"['9436699', '9436771', '9436843', '9436673', '9419922', '9419999']"
9436748,"['9400272', '9433973', '9436730', '9000370', '9436702', '9434042']"
9436771,"['9436738', '9436843', '9436673', '9437004']"
9436792,"['9436739', '9433972', '9433994', '9434026']"
9436891,"['9400007', '9437002', '9436994', '9436885', '9436966', '9419875', '9419969', '9420015']"
9437002,"['9436891', '9436994', '9436885', '9436867']"
9440505,"['9400195', '9420692', '9440566', '9400390', '9440734', '9440782', '9440568']"
9440531,"['8318152', '8318135', '9440566', '9440734']"
9440693,"['9400264', '9440732', '9440744', '9440782', '9440701']"
9440723,"['8301483', '8301650', '9440732', '9440801', '9440708']"
9440732,"['8301650', '9400264', '9440693', '9440723', '9440744', '9440708', '9440747']"
9440744,"['8318270', '8301650', '9440693', '9440732', '9440734', '9440782']"
9440789,"['9440801', '9441229', '9441294', '9440708', '9400246', '9441371', '9440821']"
9440801,"['8301483', '9400321', '9404030', '9440723', '9440789', '9441229', '9403936', '9440708']"
9441224,"['9415806', '9421589', '9421616', '9440729', '9441348', '9441286']"
9441229,"['9440789', '9440801', '9403936', '9441228', '9441371']"
9441269,"['9404782', '9441352', '9404820', '9441228', '9441353']"
9441280,"['9400158', '9400161', '9441408', '9441286', '9440821']"
9441294,"['9440789', '9441371', '9441353', '9440821']"
9451363,"['9000036', '9000030', '9451227', '9400206', '9400368', '9400216']"
9451573,"['9434296', '9451492', '9400177', '9400117']"
9440566,"['8318152', '9440505', '9440531', '9440734', '9400367', '9440675', '9440568', '9440587']"
9407179,"['8318596', '8318732', '8318729', '9400372', '9407108', '9407155', '9407192']"
9421544,"['9000376', '9400272', '9436628', '9436665', '9421481', '9421520']"
9406961,"['9406856', '9406876', '9406963', '9406836', '9406851', '9406933']"
9436450,"['9400274', '9436526', '9400044', '9400271', '9436480', '9436531']"
9000031,"['9400119', '9400386', '9432904', '9400010', '9436467', '9000035', '9400300']"
9400257,"['9420692', '9420674', '9400390', '9421577', '9420720', '9420721', '9420809']"
9436618,"['9400014', '9433578', '9432949', '9436453', '9400044', '9436520', '9436480']"
9436526,"['9400274', '9436450', '9436493', '9436477', '9400271', '9436449', '9436511', '9436620']"
9436665,"['9000376', '9421544', '9421481', '9436673', '9000368', '9419922', '9000366']"
9420674,"['9400257', '9421481', '9421577', '9421499', '9420720', '9420815']"
9407186,"['8318628', '9400372', '9407190', '9407192']"
9407001,"['9407051', '9430256', '9430781', '9000006', '9400347', '9430648', '9406933', '9406849']"
9400381,"['9436381', '9421590', '9436472', '9421448', '9400300', '9421485', '9616889']"
9436493,"['9400274', '9436526', '9436477', '9436520']"
9400375,"['9400374', '9400376', '9421459']"
9441406,"['9400083', '9415836', '9441408', '9441348', '9441286', '9614509', '9614785', '9614749']"
9000356,"['9000360', '9433970', '9433960']"
9400206,"['9451329', '9000036', '9000037', '9000039', '9451363', '9400368']"
9400373,"['8318315', '9400321', '9404030', '9000211', '9403921', '9404832']"
9400266,"['8000926', '8318098', '9407195', '9407029', '9407092']"
9400044,"['9400274', '9436450', '9436618', '9436520', '9436480']"
9000370,"['9000376', '9400272', '9436748', '9436702', '9436673']"
9451273,"['9451583', '9000378', '9400166', '9451160', '9400041']"
9403981,"['8000214', '9000213', '9000211', '9403921', '9000262']"
9434024,"['9433956', '9433970', '9433960', '9434039', '9434026', '9433949']"
9441352,"['9400158', '9400161', '9404805', '9441269', '9404820', '9441353', '9440821']"
9000358,"['9433956', '9436678', '9437004', '9433970']"
9406836,"['9406856', '9406876', '9406952', '9406960', '9406961', '9406851', '9406988', '9406854']"
9436477,"['9436526', '9436493', '9436520', '9436449', '9400162', '9436573', '9400300']"
9436467,"['9432889', '9432904', '9432980', '9436453', '9000031', '9000035', '9436520', '9400162']"
9403936,"['9404030', '9440801', '9441229', '9404832', '9441228']"
9406424,"['9000215', '9406432', '9406408', '9406887']"
9436994,"['9436891', '9437002', '9436966', '9436867', '9436945']"
9421481,"['9421544', '9436665', '9420674', '9421499', '9421520', '9000368', '9400231', '9420815']"
9400390,"['9400195', '9420692', '9440505', '9400257', '9421577', '9421513', '9421531', '9400389']"
9451160,"['9000378', '9000377', '9000269', '9451273', '9400041', '9400216']"
9400368,"['9000039', '9451363', '9400206', '9000038', '9400216']"
9430325,"['9430242', '9430281', '9430354', '9400144']"
9000035,"['9000031', '9436467', '9400162', '9436573', '9400300']"
9437008,"['9436914', '9436997', '9400007', '9436885', '9436867']"
9436520,"['9400274', '9436453', '9436618', '9436493', '9400044', '9436477', '9436467', '9400162']"
9404820,"['9404782', '9404805', '9404837', '9441269', '9441352', '9404808']"
9436702,"['9436678', '9436748', '9000370', '9436673', '9434042']"
9440729,"['9421616', '9441224', '9441286', '9440817', '9400059', '9421459']"
9000918,"['9415825', '9415836', '9000380', '9617068']"
9421448,"['9421590', '9400381', '9421485', '9421512', '9421452']"
9400271,"['9436450', '9436526', '9436620', '9436617', '9436531']"
9000038,"['9000039', '9400368', '9400167', '9400216']"
9000211,"['8000214', '8300078', '8318315', '8000416', '8318317', '8318214', '9400373', '9403981', '9403921']"
9407155,"['8318098', '8318729', '9407106', '9407108', '9407195', '9407179', '9407092']"
9434296,"['9400255', '9434338', '9433998', '9434255', '9434386', '9451573', '9451492', '9400177']"
9436449,"['9436526', '9436477', '9400300', '9421485', '9436511']"
9436739,"['9400211', '9400272', '9436730', '9436792', '9433972', '9436617', '9436531', '9433994']"
9436885,"['9400007', '9436891', '9437002', '9437008', '9436867']"
9430664,"['9000170', '9000217', '9430354', '9430657', '9430779', '9000846']"
9436966,"['9436699', '9436891', '9436994', '9436843', '9436867', '9436962', '9436945', '9419875', '9420003']"
9407190,"['8318628', '9407028', '9407161', '9407186', '9407192']"
9421577,"['9421496', '9400257', '9420674', '9400390', '9421513', '9421499']"
9000006,"['9407051', '9407200', '9407001', '9400347', '9000024', '9000008']"
9436843,"['9436699', '9436738', '9436771', '9436966', '9437004', '9436962']"
9407029,"['8000926', '8000929', '9400170', '9400266', '9407092', '9406844']"
9000380,"['9415825', '9000918', '9441348', '9617068', '9617241', '9616905']"
9441408,"['9400161', '9404805', '9441280', '9441406', '9441348', '9441286', '9614509', '9614653']"
9400347,"['9407001', '9000006', '9000008', '9407125', '9406849']"
9421513,"['9421496', '9400390', '9421577', '9400389', '9400199', '9421468']"
9440708,"['9440723', '9440732', '9440789', '9440801', '9400246', '9440747']"
9436480,"['9433578', '9400116', '9436450', '9436618', '9400044', '9436531']"
9440734,"['8318270', '8318135', '9440505', '9440531', '9440744', '9440566', '9440782']"
9436867,"['9436997', '9434360', '9437002', '9436994', '9437008', '9436885', '9436966', '9436945', '9433970']"
9451492,"['9000039', '9434386', '9451573', '9434296', '9451156', '9400117']"
9441348,"['9400083', '9415806', '9415825', '9441224', '9441406', '9000380', '9441408', '9441286', '9617241']"
9407092,"['9407106', '9407180', '9407195', '9400266', '9407155', '9407029', '9406844']"
9406851,"['9406961', '9406836', '9406933', '9406849', '9406854']"
9436673,"['9000376', '9436678', '9436738', '9436771', '9436665', '9000370', '9436702', '9437004', '9419922']"
9407192,"['9400372', '9407028', '9407108', '9407200', '9407179', '9407186', '9407190', '9000024']"
9403921,"['9400373', '9403981', '9000211', '9000262', '9404015', '9404832']"
9451156,"['9000039', '9451492', '9400117', '9400167']"
9440782,"['9400195', '9440505', '9440693', '9440744', '9440734', '9440701']"
9433972,"['9433973', '9436730', '9436792', '9436739', '9434042', '9434026']"
9406408,"['9406432', '9406515', '9406533', '9406424', '9406887']"
9000846,"['9000170', '9430657', '9430664', '9000123']"
9400144,"['9400357', '9430241', '9430256', '9430281', '9430354', '9430325', '9430648']"
9400246,"['9440789', '9440708', '9440747', '9440821', '9440817', '9400059']"
9000024,"['9407106', '9407108', '9407180', '9407200', '9000006', '9407192', '9000008']"
9000123,"['9000170', '9430657', '9430762', '9000846', '9430735', '9430648']"
9406887,"['9000215', '9406515', '9406960', '9406424', '9406408', '9406988']"
9440701,"['9400195', '9400264', '9440693', '9440782', '9421531', '9421548']"
9000008,"['9407180', '9000006', '9400347', '9000024', '9407125', '9406844']"
9440747,"['9400264', '9440732', '9440708', '9400246', '9400059', '9421454']"
9434042,"['9433956', '9433973', '9436678', '9436748', '9436702', '9433972', '9434026']"
9430735,"['9406876', '9406960', '9406963', '9430762', '9000123', '9430648', '9406933', '9000216', '9618409']"
9404808,"['9404673', '9404704', '9404781', '9404782', '9404821', '9404837', '9404820', '9441228', '9613929', '9623479']"
9437004,"['9436771', '9000358', '9436843', '9436673', '9436962', '9436945', '9433970']"
9421531,"['9400195', '9400390', '9440701', '9421548', '9400389']"
9400162,"['9436477', '9436467', '9000035', '9436520', '9436573']"
9430648,"['9000170', '9430256', '9430354', '9430781', '9407001', '9400144', '9000123', '9430735', '9406933']"
9406988,"['9406515', '9406867', '9406952', '9406960', '9406836', '9406887', '9403920']"
9436573,"['9436477', '9000035', '9400162', '9400300']"
9421548,"['9400264', '9421467', '9440701', '9421531', '9400389', '9400199', '9421454', '9421459']"
